ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,Block,CorrectResponse,Equation.ACC,Equation.CRESP,Equation.OnsetTime,Equation.RESP,Equation.RT,ID,JitterNull,List1,List1.Cycle,List1.Sample,Procedure,Running,Stimulus,Condition,ACC
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,11,1,1,1,156576,1,2649,11,2500,11,1,11,AdditionProc,List1,1 + 2 = 3,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,12,1,1,1,164594,1,3663,12,0,12,1,12,AdditionProc,List1,2 + 9 = 11,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,13,1,1,1,170124,1,1877,13,2500,13,1,13,AdditionProc,List1,3 + 9 = 12,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,14,1,1,1,178142,1,1849,14,3500,14,1,14,AdditionProc,List1,4 + 1 = 5,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,15,1,1,1,187163,1,4191,15,3500,15,1,15,AdditionProc,List1,2 + 8 = 10,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,16,2,1,2,196183,2,3642,16,3500,16,1,16,AdditionProc,List1,9 + 4 = 12,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,17,2,1,2,205204,2,4218,17,0,17,1,17,AdditionProc,List1,7 + 1 = 10,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,18,1,1,1,210733,1,2251,18,3500,18,1,18,AdditionProc,List1,8 + 1 = 9,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,19,2,0,2,219754,,0,19,2500,19,1,19,AdditionProc,List1,9 + 2 = 10,complex,0
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,20,1,1,1,227772,1,2683,20,0,20,1,20,AdditionProc,List1,3 + 1 = 4,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,21,2,1,2,233301,2,3829,21,2500,21,1,21,AdditionProc,List1,4 + 7 = 10,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,22,2,0,2,241319,1,2379,22,0,22,1,22,AdditionProc,List1,8 + 3 = 13,complex,0
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,23,2,0,2,246849,,0,23,0,23,1,23,AdditionProc,List1,3 + 8 = 9,complex,0
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,24,2,1,2,252378,2,4842,24,0,24,1,24,AdditionProc,List1,6 + 1 = 8,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,25,1,1,1,257907,1,4201,25,2500,25,1,25,AdditionProc,List1,5 + 9 = 14,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,26,1,0,1,265926,,0,26,3500,26,1,26,AdditionProc,List1,4 + 7 = 11,complex,0
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,27,1,1,1,274946,1,3683,27,2500,27,1,27,AdditionProc,List1,1 + 9 = 10,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,28,2,1,2,282965,2,2821,28,0,28,1,28,AdditionProc,List1,1 + 4 = 7,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,29,1,1,1,288494,1,2063,29,0,29,1,29,AdditionProc,List1,1 + 8 = 9,simple,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,30,2,1,2,294023,2,3997,30,2500,30,1,30,AdditionProc,List1,4 + 5 = 11,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,31,1,0,1,302041,,0,31,0,31,1,31,AdditionProc,List1,7 + 2 = 9,complex,0
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,32,2,1,2,307571,2,4485,32,0,32,1,32,AdditionProc,List1,4 + 9 = 14,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,33,1,1,1,313100,1,3122,33,2500,33,1,33,AdditionProc,List1,8 + 5 = 13,complex,1
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,34,1,0,1,321118,2,4459,34,3500,34,1,34,AdditionProc,List1,1 + 8 = 9,simple,0
addition_060418_jma,4000,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2009-08-28T22:06:17Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3591060000</Frequency><Timestamp dt:dt=""r8"">41512349672919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.863,1,1764488965,8/28/09,15:06:17,35,2,1,2,330139,2,3648,35,3500,35,1,35,AdditionProc,List1,7 + 1 = 9,simple,1
