ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,Block,CorrectResponse,Equation.ACC,Equation.CRESP,Equation.OnsetTime,Equation.RESP,Equation.RT,ID,JitterNull,List1,List1.Cycle,List1.Sample,Procedure,Running,Stimulus,Condition,ACC
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,11,1,1,1,128871,1,1643,11,2500,11,1,11,AdditionProc,List1,5 + 9 = 14,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,12,1,1,1,136888,1,1301,12,0,12,1,12,AdditionProc,List1,1 + 5 = 6,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,13,1,1,1,142417,1,1582,13,2500,13,1,13,AdditionProc,List1,8 + 1 = 9,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,14,1,1,1,150435,1,1574,14,3500,14,1,14,AdditionProc,List1,9 + 4 = 13,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,15,1,1,1,159455,1,1073,15,3500,15,1,15,AdditionProc,List1,3 + 1 = 4,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,16,1,1,1,168475,1,1033,16,3500,16,1,16,AdditionProc,List1,2 + 1 = 3,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,17,1,0,1,177495,2,1793,17,0,17,1,17,AdditionProc,List1,8 + 5 = 13,complex,0
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,18,2,1,2,183024,2,2031,18,3500,18,1,18,AdditionProc,List1,2 + 9 = 9,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,19,2,1,2,192044,2,1226,19,2500,19,1,19,AdditionProc,List1,1 + 9 = 9,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,20,1,1,1,200061,1,1478,20,0,20,1,20,AdditionProc,List1,2 + 8 = 10,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,21,2,1,2,205590,2,1354,21,2500,21,1,21,AdditionProc,List1,1 + 2 = 4,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,22,2,1,2,213608,2,1409,22,0,22,1,22,AdditionProc,List1,1 + 9 = 12,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,23,1,1,1,219137,1,1258,23,0,23,1,23,AdditionProc,List1,1 + 6 = 7,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,24,2,1,2,224666,2,2527,24,0,24,1,24,AdditionProc,List1,8 + 4 = 14,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,25,1,1,1,230195,1,1157,25,2500,25,1,25,AdditionProc,List1,2 + 1 = 3,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,26,2,1,2,238212,2,1273,26,3500,26,1,26,AdditionProc,List1,2 + 1 = 2,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,27,2,1,2,247232,2,2639,27,2500,27,1,27,AdditionProc,List1,9 + 3 = 13,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,28,1,1,1,255250,1,1492,28,0,28,1,28,AdditionProc,List1,9 + 5 = 14,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,29,2,1,2,260779,2,1626,29,0,29,1,29,AdditionProc,List1,8 + 3 = 9,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,30,1,1,1,266308,1,982,30,2500,30,1,30,AdditionProc,List1,2 + 1 = 3,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,31,1,1,1,274325,1,962,31,0,31,1,31,AdditionProc,List1,1 + 5 = 6,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,32,1,1,1,279854,1,1082,32,0,32,1,32,AdditionProc,List1,3 + 1 = 4,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,33,2,1,2,285383,2,1259,33,2500,33,1,33,AdditionProc,List1,1 + 2 = 5,simple,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,34,2,1,2,293401,2,1257,34,3500,34,1,34,AdditionProc,List1,6 + 2 = 9,complex,1
addition_060418_jma,21,21,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2011-07-09T23:33:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192110000</Frequency><Timestamp dt:dt=""r8"">375573105760</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">1969-12-31T18:46:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.867,1,-1763346792,40733,0.689733796,35,1,1,1,302421,1,1501,35,3500,35,1,35,AdditionProc,List1,2 + 3 = 5,complex,1
